"";"UniqueID";"echantillon";"num";"NirsID";"geno";"grappe";"baie";"doy";"grappebaie";"Grappe";"date_sp";"DateDOY";"pred";"cépage";"Id";"Notes";"sugar_cal";"Berry";"genoID";"IdBerry";"glucose";"fructose";"somme_GF";"rapport_GF";"malate";"tartrate";"shikimate";"rapport_MT";"poids_baie"
"4599";"grappe6.1.27.07.22_4645";"grappe6.1.27.07.22";4645;"Riesling-grappe6-1-208-4645";"Riesling";"grappe6";"1";"208";"grappe6-1";"grappe6";"27.07.22";208;"V";"Riesling";"grappe6-1.sam";NA;907,09415482886;"1";"Riesling-grappe6-1";"grappe6-1";480,818566982881;426,275587845979;703,877813217174;1,08339840188838;68,8854124411433;156,259543154109;-86,4371441613728;0,535321968026191;1,66677932459778
"4602";"grappe6.1.29.07.22_4640";"grappe6.1.29.07.22";4640;"Riesling-grappe6-1-210-4640";"Riesling";"grappe6";"1";"210";"grappe6-1";"grappe6";"29.07.22";210;"V";"Riesling";"grappe6-1.sam";NA;970,074632758465;"1";"Riesling-grappe6-1";"grappe6-1";485,528520117515;484,54611264095;902,25687055809;1,01823483152147;79,8240583818479;158,945929048092;311,451083577077;0,675869444468094;1,61903089839868
"4603";"grappe6.10.12.07.22_4607";"grappe6.10.12.07.22";4607;"Riesling-grappe6-10-193-4607";"Riesling";"grappe6";"10";"193";"grappe6-10";"grappe6";"12.07.22";193;"NV";"Riesling";"grappe6-10.sam";NA;474,414872047373;"10";"Riesling-grappe6-10";"grappe6-10";254,652681708316;219,762190339057;409,392026671725;1,68648635172422;118,228887873938;201,778908353112;1120,59506578892;0,88323706612175;1,04139785846608
"4604";"grappe6.2.01.08.22_4672";"grappe6.2.01.08.22";4672;"Riesling-grappe6-2-213-4672";"Riesling";"grappe6";"2";"213";"grappe6-2";"grappe6";"01.08.22";213;"V";"Riesling";"grappe6-2.sam";NA;648,778106330811;"2";"Riesling-grappe6-2";"grappe6-2";338,191976060974;310,586130269837;672,574281275514;0,724770545369627;18,4221773214315;147,799065909277;365,828881012451;-0,651463302983707;1,6848974350002
"4606";"grappe6.2.03.08.22_4611";"grappe6.2.03.08.22";4611;"Riesling-grappe6-2-215-4611";"Riesling";"grappe6";"2";"215";"grappe6-2";"grappe6";"03.08.22";215;"V";"Riesling";"grappe6-2.sam";NA;877,818908934;"2";"Riesling-grappe6-2";"grappe6-2";503,782594690355;374,036314243645;1009,20621882263;0,892024132714426;23,047228320444;167,947041358894;154,098614725449;0,145424992478669;1,07852232802059
"4608";"grappe6.2.05.08.22_4636";"grappe6.2.05.08.22";4636;"Riesling-grappe6-2-217-4636";"Riesling";"grappe6";"2";"217";"grappe6-2";"grappe6";"05.08.22";217;"V";"Riesling";"grappe6-2.sam";NA;874,409676719791;"2";"Riesling-grappe6-2";"grappe6-2";526,615901733082;347,793774986709;622,747852644611;1,0171084102783;25,7135366351404;157,224097766517;201,842859508975;-0,138526026833119;1,74173985064134
"4609";"grappe6.2.08.07.22_4703";"grappe6.2.08.07.22";4703;"Riesling-grappe6-2-189-4703";"Riesling";"grappe6";"2";"189";"grappe6-2";"grappe6";"08.07.22";189;"NV";"Riesling";"grappe6-2.sam";NA;147,46866732348;"2";"Riesling-grappe6-2";"grappe6-2";90,6846887462139;56,7839785772659;167,700855382821;1,77804242918005;209,339476329522;193,697380173247;1083,22645037854;1,12612866757648;1,11297394481052
"4610";"grappe6.2.08.08.22_4582";"grappe6.2.08.08.22";4582;"Riesling-grappe6-2-220-4582";"Riesling";"grappe6";"2";"220";"grappe6-2";"grappe6";"08.08.22";220;"V";"Riesling";"grappe6-2.sam";NA;746,109635826541;"2";"Riesling-grappe6-2";"grappe6-2";389,718859447327;356,390776379214;714,791331508415;0,961337762536321;59,0276894432058;167,143521601297;262,115737478133;0,401433939427002;1,22923873265935
"4612";"grappe6.2.10.08.22_4557";"grappe6.2.10.08.22";4557;"Riesling-grappe6-2-222-4557";"Riesling";"grappe6";"2";"222";"grappe6-2";"grappe6";"10.08.22";222;"V";"Riesling";"grappe6-2.sam";NA;1115,7434139107;"2";"Riesling-grappe6-2";"grappe6-2";660,912978852741;454,830435057956;1018,99400270832;0,876561547084866;11,3107632146416;150,504028232368;562,53020511285;-0,175205602070031;1,51600165746272
"4613";"grappe6.2.11.07.22_4679";"grappe6.2.11.07.22";4679;"Riesling-grappe6-2-192-4679";"Riesling";"grappe6";"2";"192";"grappe6-2";"grappe6";"11.07.22";192;"NV";"Riesling";"grappe6-2.sam";NA;282,725023242661;"2";"Riesling-grappe6-2";"grappe6-2";150,446651184945;132,278372057716;246,888490951687;1,5343035879008;206,986249597411;195,254846043629;739,716821773224;1,15429300139222;1,171713333105
"4615";"grappe6.2.12.08.22_4668";"grappe6.2.12.08.22";4668;"Riesling-grappe6-2-224-4668";"Riesling";"grappe6";"2";"224";"grappe6-2";"grappe6";"12.08.22";224;"V";"Riesling";"grappe6-2.sam";NA;897,630368894183;"2";"Riesling-grappe6-2";"grappe6-2";534,849930405692;362,78043848849;603,591974209184;0,946772469973074;46,2199127151837;173,958518701857;603,51351645695;0,211761660865606;1,36330784142902
"4616";"grappe6.2.13.07.22_4577";"grappe6.2.13.07.22";4577;"Riesling-grappe6-2-194-4577";"Riesling";"grappe6";"2";"194";"grappe6-2";"grappe6";"13.07.22";194;"V";"Riesling";"grappe6-2.sam";NA;658,720816775942;"2";"Riesling-grappe6-2";"grappe6-2";349,631854802396;309,088961973546;638,567513251626;1,52212966356853;139,69808591012;191,177638212438;1150,79211730253;0,654546800307872;0,96914897311266
"4617";"grappe6.2.15.07.22_4604";"grappe6.2.15.07.22";4604;"Riesling-grappe6-2-196-4604";"Riesling";"grappe6";"2";"196";"grappe6-2";"grappe6";"15.07.22";196;"V";"Riesling";"grappe6-2.sam";NA;396,083031016546;"2";"Riesling-grappe6-2";"grappe6-2";200,253570596303;195,829460420243;434,698706117997;1,42213048682949;145,611484789488;182,156652227756;1091,68201113436;0,947155505058012;1,37429562887986
"4619";"grappe6.2.18.07.22_4688";"grappe6.2.18.07.22";4688;"Riesling-grappe6-2-199-4688";"Riesling";"grappe6";"2";"199";"grappe6-2";"grappe6";"18.07.22";199;"V";"Riesling";"grappe6-2.sam";NA;746,29498688854;"2";"Riesling-grappe6-2";"grappe6-2";427,108533428297;319,186453460242;711,497321525716;1,020838228421;104,539994575206;161,211896428407;794,469408561212;0,773896486071673;1,25128355454855
"4622";"grappe6.2.19.08.22_4627";"grappe6.2.19.08.22";4627;"Riesling-grappe6-2-231-4627";"Riesling";"grappe6";"2";"231";"grappe6-2";"grappe6";"19.08.22";231;"V";"Riesling";"grappe6 -2.sam";NA;1188,64154090982;"2";"Riesling-grappe6-2";"grappe6 -2";651,887026228283;536,754514681538;1040,91731670929;1,05791481098987;50,1446251599743;174,189902896525;653,309928230748;0,036894808389882;1,46188938662712
"4623";"grappe6.2.20.07.22_4578";"grappe6.2.20.07.22";4578;"Riesling-grappe6-2-201-4578";"Riesling";"grappe6";"2";"201";"grappe6-2";"grappe6";"20.07.22";201;"V";"Riesling";"grappe6-2.sam";NA;796,396240489955;"2";"Riesling-grappe6-2";"grappe6-2";421,574429154315;374,82181133564;626,592605023504;1,02954124046269;39,9839808621249;171,922421786324;-18,3502967780906;0,353441159045487;1,35673024986003
"4624";"grappe6.2.22.07.22_4614";"grappe6.2.22.07.22";4614;"Riesling-grappe6-2-203-4614";"Riesling";"grappe6";"2";"203";"grappe6-2";"grappe6";"22.07.22";203;"V";"Riesling";"grappe6-2.sam";NA;713,560899973112;"2";"Riesling-grappe6-2";"grappe6-2";393,84317347693;319,717726496182;826,018742379372;0,984846808428707;43,6300052577465;164,337374406858;-191,119860584238;0,329145814987863;1,62451962988825
"4626";"grappe6.2.24.08.22_4639";"grappe6.2.24.08.22";4639;"Riesling-grappe6-2-236-4639";"Riesling";"grappe6";"2";"236";"grappe6-2";"grappe6";"24.08.22";236;"V";"Riesling";"grappe6-2.sam";NA;1052,76407575919;"2";"Riesling-grappe6-2";"grappe6-2";492,040256415151;560,723819344039;1012,29559487976;0,92941070642382;-12,5057223556904;148,096105593773;-216,360694937154;0,140925737563676;1,39222926828227
"4627";"grappe6.2.25.07.22_4653";"grappe6.2.25.07.22";4653;"Riesling-grappe6-2-206-4653";"Riesling";"grappe6";"2";"206";"grappe6-2";"grappe6";"25.07.22";206;"V";"Riesling";"grappe6-2.sam";NA;851,380627071909;"2";"Riesling-grappe6-2";"grappe6-2";472,876146539291;378,504480532618;871,488403718083;0,871800960254443;80,028563064461;159,341494569635;672,315259833176;0,433199398249612;1,34141527396708
"4628";"grappe6.2.27.07.22_4647";"grappe6.2.27.07.22";4647;"Riesling-grappe6-2-208-4647";"Riesling";"grappe6";"2";"208";"grappe6-2";"grappe6";"27.07.22";208;"V";"Riesling";"grappe6-2.sam";NA;888,567625998895;"2";"Riesling-grappe6-2";"grappe6-2";462,999185198354;425,568440800542;700,232462118977;0,988594340366806;70,5348973409953;161,064539692844;29,5225337607179;0,547712205080299;1,73191042174748
"4631";"grappe6.2.29.07.22_4626";"grappe6.2.29.07.22";4626;"Riesling-grappe6-2-210-4626";"Riesling";"grappe6";"2";"210";"grappe6-2";"grappe6";"29.07.22";210;"V";"Riesling";"grappe6-2.sam";NA;973,275025717249;"2";"Riesling-grappe6-2";"grappe6-2";518,316473164308;454,958552552941;766,549412659258;0,92334866505369;69,7982925974628;144,18565580329;-130,729045286165;0,360322784935319;1,94175316105082
"4632";"grappe6.3.01.08.22_4618";"grappe6.3.01.08.22";4618;"Riesling-grappe6-3-213-4618";"Riesling";"grappe6";"3";"213";"grappe6-3";"grappe6";"01.08.22";213;"V";"Riesling";"grappe6-3.sam";NA;716,60976647652;"3";"Riesling-grappe6-3";"grappe6-3";327,091510611078;389,518255865442;794,42365285236;0,641221781399218;7,89299170788593;111,96260070775;421,054542820366;-0,262459470989206;1,77446582799508
"4633";"grappe6.3.03.08.22_4555";"grappe6.3.03.08.22";4555;"Riesling-grappe6-3-215-4555";"Riesling";"grappe6";"3";"215";"grappe6-3";"grappe6";"03.08.22";215;"V";"Riesling";"grappe6-3.sam";NA;825,601183410526;"3";"Riesling-grappe6-3";"grappe6-3";478,128280589331;347,472902821195;894,534491557426;0,919956358366571;6,25218040383277;140,7576640736;259,305407548898;0,191290093471273;1,30603836824935
"4635";"grappe6.3.05.08.22_4641";"grappe6.3.05.08.22";4641;"Riesling-grappe6-3-217-4641";"Riesling";"grappe6";"3";"217";"grappe6-3";"grappe6";"05.08.22";217;"V";"Riesling";"grappe6-3.sam";NA;814,029314347716;"3";"Riesling-grappe6-3";"grappe6-3";489,06193498975;324,967379357966;450,82959398219;1,13677451857203;25,1128811657019;147,71692217916;599,801127738519;0,0748005796818104;1,93288351341332
"4636";"grappe6.3.08.07.22_4693";"grappe6.3.08.07.22";4693;"Riesling-grappe6-3-189-4693";"Riesling";"grappe6";"3";"189";"grappe6-3";"grappe6";"08.07.22";189;"V";"Riesling";"grappe6-3.sam";NA;196,765097569218;"3";"Riesling-grappe6-3";"grappe6-3";182,702212837643;14,0628847315748;147,014355905258;1,69888144338198;185,407274303785;160,836366627134;886,532069862102;1,15189350972268;1,35102094162342
"4637";"grappe6.3.08.08.22_4596";"grappe6.3.08.08.22";4596;"Riesling-grappe6-3-220-4596";"Riesling";"grappe6";"3";"220";"grappe6-3";"grappe6";"08.08.22";220;"V";"Riesling";"grappe6-3.sam";NA;289,824459850203;"3";"Riesling-grappe6-3";"grappe6-3";331,623086815593;-41,7986269653906;63,8247041390208;1,06113493694579;50,2145086643863;138,869961337588;-129,987447990804;0,79336700958271;1,52315188340632
"4639";"grappe6.3.10.08.22_4584";"grappe6.3.10.08.22";4584;"Riesling-grappe6-3-222-4584";"Riesling";"grappe6";"3";"222";"grappe6-3";"grappe6";"10.08.22";222;"V";"Riesling";"grappe6-3.sam";NA;915,662595600114;"3";"Riesling-grappe6-3";"grappe6-3";478,317318050784;437,34527754933;852,80431454168;0,741998283583001;-0,181828039279026;115,382158925642;267,665547558676;0,371062726524591;1,57026968440437
"4640";"grappe6.3.11.07.22_4697";"grappe6.3.11.07.22";4697;"Riesling-grappe6-3-192-4697";"Riesling";"grappe6";"3";"192";"grappe6-3";"grappe6";"11.07.22";192;"V";"Riesling";"grappe6-3.sam";NA;443,022312355363;"3";"Riesling-grappe6-3";"grappe6-3";301,023048846487;141,999263508876;271,751398893805;1,41495496843519;125,55603557764;156,674394809964;321,441728772818;1,07205999256994;1,67141595438863
"4641";"grappe6.3.12.07.22_4649";"grappe6.3.12.07.22";4649;"Riesling-grappe6-3-193-4649";"Riesling";"grappe6";"3";"193";"grappe6-3";"grappe6";"12.07.22";193;"NV";"Riesling";"grappe6-3.sam";NA;423,533734211006;"3";"Riesling-grappe6-3";"grappe6-3";219,040478161983;204,493256049024;419,960591595281;1,68501139060176;94,6683219812078;202,624867130428;881,585783395932;0,991865507316833;1,04712379625089
"4643";"grappe6.3.12.08.22_4655";"grappe6.3.12.08.22";4655;"Riesling-grappe6-3-224-4655";"Riesling";"grappe6";"3";"224";"grappe6-3";"grappe6";"12.08.22";224;"V";"Riesling";"grappe6-3.sam";NA;536,835388049592;"3";"Riesling-grappe6-3";"grappe6-3";381,229451714011;155,605936335581;328,434012126584;1,08040674917594;45,4090390459966;146,343940724122;362,832649105215;0,757930825762494;1,74873945717716
"4644";"grappe6.3.13.07.22_4590";"grappe6.3.13.07.22";4590;"Riesling-grappe6-3-194-4590";"Riesling";"grappe6";"3";"194";"grappe6-3";"grappe6";"13.07.22";194;"V";"Riesling";"grappe6-3.sam";NA;724,288956021683;"3";"Riesling-grappe6-3";"grappe6-3";343,124193305143;381,16476271654;878,923202398318;1,46057414752409;58,2792446469315;154,794178238529;555,964354005687;1,05804116312707;1,28046412942266
"4645";"grappe6.3.15.07.22_4605";"grappe6.3.15.07.22";4605;"Riesling-grappe6-3-196-4605";"Riesling";"grappe6";"3";"196";"grappe6-3";"grappe6";"15.07.22";196;"V";"Riesling";"grappe6-3.sam";NA;450,222836430253;"3";"Riesling-grappe6-3";"grappe6-3";258,831678466738;191,391157963515;610,165538605363;1,40300520924441;81,7811610779729;153,364718180439;1127,33702442535;1,14755725485115;1,81452613604587
"4646";"grappe6.3.17.08.22_4602";"grappe6.3.17.08.22";4602;"Riesling-grappe6-3-229-4602";"Riesling";"grappe6";"3";"229";"grappe6-3";"grappe6";"17.08.22";229;"V";"Riesling";"grappe6-3.sam";NA;1289,03979760771;"3";"Riesling-grappe6-3";"grappe6-3";724,679698337318;564,360099270389;1152,45131296408;-0,167264691843907;-220,026446109351;124,676043548334;-480,999945800107;-0,601665042767121;1,19182344318859
"4647";"grappe6.3.18.07.22_4675";"grappe6.3.18.07.22";4675;"Riesling-grappe6-3-199-4675";"Riesling";"grappe6";"3";"199";"grappe6-3";"grappe6";"18.07.22";199;"V";"Riesling";"grappe6-3.sam";NA;717,941212824141;"3";"Riesling-grappe6-3";"grappe6-3";474,075033209336;243,866179614805;709,483243974954;0,974366906733197;54,8339628337117;131,569176132824;722,024135755845;0,692809306542478;1,53905401043776
"4650";"grappe6.3.19.08.22_4601";"grappe6.3.19.08.22";4601;"Riesling-grappe6-3-231-4601";"Riesling";"grappe6";"3";"231";"grappe6-3";"grappe6";"19.08.22";231;"V";"Riesling";"grappe6 -3.sam";NA;1187,50694728898;"3";"Riesling-grappe6-3";"grappe6 -3";626,600329526665;560,906617762316;1103,12060178889;0,914006274906851;24,5439539343735;139,541014346181;1073,67752472374;0,321211480544273;1,62921570121242
"4651";"grappe6.3.20.07.22_4579";"grappe6.3.20.07.22";4579;"Riesling-grappe6-3-201-4579";"Riesling";"grappe6";"3";"201";"grappe6-3";"grappe6";"20.07.22";201;"V";"Riesling";"grappe6-3.sam";NA;831,422170751867;"3";"Riesling-grappe6-3";"grappe6-3";452,292730694541;379,129440057326;732,840694392977;1,05294626459828;9,42723396494597;142,232450220646;-256,202419874145;0,460875360195895;1,57172954708407
"4652";"grappe6.3.22.07.22_4587";"grappe6.3.22.07.22";4587;"Riesling-grappe6-3-203-4587";"Riesling";"grappe6";"3";"203";"grappe6-3";"grappe6";"22.07.22";203;"V";"Riesling";"grappe6-3.sam";NA;520,570561444417;"3";"Riesling-grappe6-3";"grappe6-3";361,915884850446;158,654676593971;536,703554659563;1,07434280659953;31,2293172665686;140,629575544705;-173,202363420251;0,486141952103348;1,81654216750967
"4654";"grappe6.3.24.08.22_4691";"grappe6.3.24.08.22";4691;"Riesling-grappe6-3-236-4691";"Riesling";"grappe6";"3";"236";"grappe6-3";"grappe6";"24.08.22";236;"V";"Riesling";"grappe6-3.sam";NA;935,697402632781;"3";"Riesling-grappe6-3";"grappe6-3";462,354118512325;473,343284120457;887,343850770319;0,912201153912105;-19,3319205409285;135,802123047266;-677,173401130202;0,14536576589212;1,92392659759661
"4655";"grappe6.3.25.07.22_4665";"grappe6.3.25.07.22";4665;"Riesling-grappe6-3-206-4665";"Riesling";"grappe6";"3";"206";"grappe6-3";"grappe6";"25.07.22";206;"V";"Riesling";"grappe6-3.sam";NA;714,94107899479;"3";"Riesling-grappe6-3";"grappe6-3";464,426205521885;250,514873472905;529,471740085132;0,895715502958354;65,610356924303;132,909651767363;1277,32759046964;0,501678515430078;1,70789405343231
"4656";"grappe6.3.27.07.22_4648";"grappe6.3.27.07.22";4648;"Riesling-grappe6-3-208-4648";"Riesling";"grappe6";"3";"208";"grappe6-3";"grappe6";"27.07.22";208;"V";"Riesling";"grappe6-3.sam";NA;549,735175895606;"3";"Riesling-grappe6-3";"grappe6-3";403,077275759046;146,65790013656;228,834902607972;0,971020810520112;57,4378925493357;133,472649489432;-126,718369596974;0,546795148959741;2,06025805135012
"4659";"grappe6.3.29.07.22_4612";"grappe6.3.29.07.22";4612;"Riesling-grappe6-3-210-4612";"Riesling";"grappe6";"3";"210";"grappe6-3";"grappe6";"29.07.22";210;"V";"Riesling";"grappe6-3.sam";NA;739,827140806784;"3";"Riesling-grappe6-3";"grappe6-3";477,588632020405;262,23850878638;714,758458518938;0,98964541047363;55,4166391988554;134,704431909925;292,114674032562;0,577252177057773;1,99276591920432
"4660";"grappe6.4.01.08.22_4633";"grappe6.4.01.08.22";4633;"Riesling-grappe6-4-213-4633";"Riesling";"grappe6";"4";"213";"grappe6-4";"grappe6";"01.08.22";213;"V";"Riesling";"grappe6-4.sam";NA;694,05562994375;"4";"Riesling-grappe6-4";"grappe6-4";330,465829974211;363,589799969538;720,081615255213;0,820668428020891;42,3353063628992;135,217454813627;363,60324469998;-0,446046679846022;1,68010651533912
"4661";"grappe6.4.03.08.22_4561";"grappe6.4.03.08.22";4561;"Riesling-grappe6-4-215-4561";"Riesling";"grappe6";"4";"215";"grappe6-4";"grappe6";"03.08.22";215;"V";"Riesling";"grappe6-4.sam";NA;752,166707354325;"4";"Riesling-grappe6-4";"grappe6-4";453,562084456896;298,604622897429;690,043188098317;1,14586973939439;48,3672072943268;161,623723300089;587,349119525719;0,472851248286809;1,07688289530995
"4663";"grappe6.4.05.08.22_4682";"grappe6.4.05.08.22";4682;"Riesling-grappe6-4-217-4682";"Riesling";"grappe6";"4";"217";"grappe6-4";"grappe6";"05.08.22";217;"V";"Riesling";"grappe6-4.sam";NA;726,908234235743;"4";"Riesling-grappe6-4";"grappe6-4";410,573484573833;316,33474966191;340,658586805241;1,21348381018597;47,1993172503981;154,063991555659;333,087817982194;0,198501614120432;1,60233056537438
"4664";"grappe6.4.08.07.22_4694";"grappe6.4.08.07.22";4694;"Riesling-grappe6-4-189-4694";"Riesling";"grappe6";"4";"189";"grappe6-4";"grappe6";"08.07.22";189;"NV";"Riesling";"grappe6-4.sam";NA;47,761670996435;"4";"Riesling-grappe6-4";"grappe6-4";66,3683478294747;-18,6066768330397;53,6567684067237;1,82186712212816;208,434463168424;183,152427502331;940,683795510153;1,32906550925618;1,16808437434581
"4665";"grappe6.4.08.08.22_4624";"grappe6.4.08.08.22";4624;"Riesling-grappe6-4-220-4624";"Riesling";"grappe6";"4";"220";"grappe6-4";"grappe6";"08.08.22";220;"V";"Riesling";"grappe6-4.sam";NA;570,899033936289;"4";"Riesling-grappe6-4";"grappe6-4";363,53508927894;207,363944657348;580,196609564802;1,05206853506139;105,223210032349;168,834833270809;778,09502792979;0,474850359144659;1,03421840618275
"4667";"grappe6.4.10.08.22_4585";"grappe6.4.10.08.22";4585;"Riesling-grappe6-4-222-4585";"Riesling";"grappe6";"4";"222";"grappe6-4";"grappe6";"10.08.22";222;"V";"Riesling";"grappe6-4.sam";NA;1031,63368173489;"4";"Riesling-grappe6-4";"grappe6-4";567,777442069235;463,856239665659;947,306919930013;0,854802372432325;10,180312869467;134,894699031788;407,113992966627;0,390578358905972;1,43543375575564
"4668";"grappe6.4.11.07.22_4686";"grappe6.4.11.07.22";4686;"Riesling-grappe6-4-192-4686";"Riesling";"grappe6";"4";"192";"grappe6-4";"grappe6";"11.07.22";192;"NV";"Riesling";"grappe6-4.sam";NA;119,378149654338;"4";"Riesling-grappe6-4";"grappe6-4";67,7835748152347;51,5945748391032;65,646184241429;1,71500134488352;186,32725938796;180,16149840757;509,340582588692;1,62972318640146;1,37433894596369
"4669";"grappe6.4.12.07.22_4610";"grappe6.4.12.07.22";4610;"Riesling-grappe6-4-193-4610";"Riesling";"grappe6";"4";"193";"grappe6-4";"grappe6";"12.07.22";193;"NV";"Riesling";"grappe6-4.sam";NA;593,190581512041;"4";"Riesling-grappe6-4";"grappe6-4";336,842655064437;256,347926447603;423,652918257581;1,60339841370274;109,624725454672;189,41407603301;1145,52835920225;0,964326975278662;1,14365851104604
"4671";"grappe6.4.12.08.22_4628";"grappe6.4.12.08.22";4628;"Riesling-grappe6-4-224-4628";"Riesling";"grappe6";"4";"224";"grappe6-4";"grappe6";"12.08.22";224;"V";"Riesling";"grappe6-4.sam";NA;724,549626200949;"4";"Riesling-grappe6-4";"grappe6-4";410,278467088398;314,271159112551;492,548079324972;1,11049075996539;47,697871283663;158,00101469826;600,318411797701;0,753711072254977;1,35500076158595
"4672";"grappe6.4.13.07.22_4576";"grappe6.4.13.07.22";4576;"Riesling-grappe6-4-194-4576";"Riesling";"grappe6";"4";"194";"grappe6-4";"grappe6";"13.07.22";194;"NA";"Riesling";"grappe6-4.sam";NA;485,170808212236;"4";"Riesling-grappe6-4";"grappe6-4";243,441537894131;241,729270318105;660,86774167465;1,68608848685965;126,883710852026;171,156469462483;925,715923763215;1,05984584267301;1,25628780634158
"4673";"grappe6.4.15.07.22_4592";"grappe6.4.15.07.22";4592;"Riesling-grappe6-4-196-4592";"Riesling";"grappe6";"4";"196";"grappe6-4";"grappe6";"15.07.22";196;"NA";"Riesling";"grappe6-4.sam";NA;19,2764233998687;"4";"Riesling-grappe6-4";"grappe6-4";41,076302211482;-21,7998788116133;-26,5709703476748;1,72634979026964;170,401685101607;176,639103984106;1386,84573475495;1,43668874697013;1,40928785675072
"4674";"grappe6.4.17.08.22_4603";"grappe6.4.17.08.22";4603;"Riesling-grappe6-4-229-4603";"Riesling";"grappe6";"4";"229";"grappe6-4";"grappe6";"17.08.22";229;"V";"Riesling";"grappe6-4.sam";NA;1175,84226211368;"4";"Riesling-grappe6-4";"grappe6-4";669,695458430296;506,146803683383;1033,35336325268;-0,0452500723127736;-204,322319727054;144,25132374503;-252,534170665021;-0,27710520497728;1,23113389473365
"4675";"grappe6.4.18.07.22_4664";"grappe6.4.18.07.22";4664;"Riesling-grappe6-4-199-4664";"Riesling";"grappe6";"4";"199";"grappe6-4";"grappe6";"18.07.22";199;"V";"Riesling";"grappe6-4.sam";NA;374,701076968709;"4";"Riesling-grappe6-4";"grappe6-4";216,029183546486;158,671893422223;342,027097777457;1,4378688100645;194,651106953753;178,618658287798;939,207334627901;1,26304784243845;1,12659813232775
"4678";"grappe6.4.19.08.22_4629";"grappe6.4.19.08.22";4629;"Riesling-grappe6-4-231-4629";"Riesling";"grappe6";"4";"231";"grappe6-4";"grappe6";"19.08.22";231;"V";"Riesling";"grappe6 -4.sam";NA;1237,58043139273;"4";"Riesling-grappe6-4";"grappe6 -4";598,460618829692;639,119812563036;1280,43311817188;0,920689651868953;30,4770480292042;145,67557041875;910,465196266216;0,449021368918033;1,81874585910677
"4679";"grappe6.4.20.07.22_4558";"grappe6.4.20.07.22";4558;"Riesling-grappe6-4-201-4558";"Riesling";"grappe6";"4";"201";"grappe6-4";"grappe6";"20.07.22";201;"V";"Riesling";"grappe6-4.sam";NA;440,146288627361;"4";"Riesling-grappe6-4";"grappe6-4";285,469645428558;154,676643198803;163,448334575268;1,40616960637968;90,7896048348576;175,45239943473;386,015310519146;0,757781332285597;1,16646358292112
"4680";"grappe6.4.22.07.22_4573";"grappe6.4.22.07.22";4573;"Riesling-grappe6-4-203-4573";"Riesling";"grappe6";"4";"203";"grappe6-4";"grappe6";"22.07.22";203;"V";"Riesling";"grappe6-4.sam";NA;499,845156862351;"4";"Riesling-grappe6-4";"grappe6-4";333,209705615371;166,63545124698;525,209533694799;1,26093995636662;82,2216257763549;162,092106612441;-97,8937482019012;0,717067020240605;1,59951491292068
"4683";"grappe6.4.25.07.22_4677";"grappe6.4.25.07.22";4677;"Riesling-grappe6-4-206-4677";"Riesling";"grappe6";"4";"206";"grappe6-4";"grappe6";"25.07.22";206;"V";"Riesling";"grappe6-4.sam";NA;575,791837013712;"4";"Riesling-grappe6-4";"grappe6-4";376,435125178375;199,356711835336;518,144489477184;1,02163674942919;105,278694450132;145,928448597881;867,18095151151;0,620200747139079;1,38348876917311
"4684";"grappe6.4.27.07.22_4593";"grappe6.4.27.07.22";4593;"Riesling-grappe6-4-208-4593";"Riesling";"grappe6";"4";"208";"grappe6-4";"grappe6";"27.07.22";208;"V";"Riesling";"grappe6-4.sam";NA;507,979297804092;"4";"Riesling-grappe6-4";"grappe6-4";362,276621593613;145,702676210479;134,74951965824;1,10293217986918;83,3509500070805;144,044533214465;-70,3757134973258;0,568719102067301;1,84048586044814
"4686";"grappe6.4.29.07.22_4586";"grappe6.4.29.07.22";4586;"Riesling-grappe6-4-210-4586";"Riesling";"grappe6";"4";"210";"grappe6-4";"grappe6";"29.07.22";210;"V";"Riesling";"grappe6-4.sam";NA;707,436784187967;"4";"Riesling-grappe6-4";"grappe6-4";424,542531883813;282,894252304154;517,727677548331;1,06875763066129;87,9757168841484;144,914223754709;39,4922926815028;0,785720313321598;1,80949595921516
"4687";"grappe6.5.01.08.22_4621";"grappe6.5.01.08.22";4621;"Riesling-grappe6-5-213-4621";"Riesling";"grappe6";"5";"213";"grappe6-5";"grappe6";"01.08.22";213;"V";"Riesling";"grappe6-5.sam";NA;786,772186229569;"5";"Riesling-grappe6-5";"grappe6-5";405,814300684144;380,957885545426;789,09910872493;0,673459003656004;9,43575871653252;117,237207522394;374,710232703888;-0,469427199445647;1,75498090049227
"4688";"grappe6.5.03.08.22_4575";"grappe6.5.03.08.22";4575;"Riesling-grappe6-5-215-4575";"Riesling";"grappe6";"5";"215";"grappe6-5";"grappe6";"03.08.22";215;"V";"Riesling";"grappe6-5.sam";NA;721,276237537062;"5";"Riesling-grappe6-5";"grappe6-5";445,119884703517;276,156352833545;786,949445986404;1,00632387663074;12,1379565418541;152,957913745597;67,2989919429586;0,295460917595373;1,30605926366302
"4690";"grappe6.5.05.08.22_4705";"grappe6.5.05.08.22";4705;"Riesling-grappe6-5-217-4705";"Riesling";"grappe6";"5";"217";"grappe6-5";"grappe6";"05.08.22";217;"V";"Riesling";"grappe6-5.sam";NA;881,619718650076;"5";"Riesling-grappe6-5";"grappe6-5";509,229912466698;372,389806183378;473,108523120384;1,18537232013997;26,0943291130859;159,064525401698;348,601905596205;0,0235198390992816;1,72134301188494
